"gene","n_subtypes","subtypes_list","mean_lfc"
"CYP2A6",5,"Basal+Her2+LumA+LumB+Normal",-3.0464895722338
"FAM135B",4,"Basal+Her2+LumA+Normal",-3.50900650213348
"STC2",4,"Her2+LumA+LumB+Normal",-1.46061221507119
"TMEM145",4,"Basal+Her2+LumA+Normal",-1.34958724277729
"TRH",3,"LumA+LumB+Normal",-4.20021368890013
"PTPRZ1",3,"Basal+LumB+Normal",-2.50756287510687
"PIANP",3,"Basal+Her2+Normal",-2.42512792221782
"SCGB3A1",3,"Basal+Her2+Normal",-2.40014164494127
"CPB1",3,"Basal+LumA+LumB",-2.3175361300733
"OPCML",3,"Basal+Her2+LumB",-2.25506768136183
"PHF21B",3,"Her2+LumA+Normal",-2.17555763654292
"CHRNB2",3,"Her2+LumA+Normal",-2.10271349130907
"INSYN2A",3,"LumA+LumB+Normal",-2.06889389778041
"MEGF10",3,"Her2+LumB+Normal",-1.75936402210912
"LINC01929",3,"Basal+Her2+LumA",-1.72989089121538
"HIF1A-AS3",3,"Basal+Her2+LumA",-1.72033309137565
"NPY1R",3,"Basal+LumA+Normal",-1.70906013699264
"SYT13",3,"Basal+Her2+LumA",-1.67116425564446
"RIMS4",3,"Basal+LumA+Normal",-1.61545608277316
"AGTR1",3,"Her2+LumA+LumB",-1.55276740696135
"SEZ6L",3,"LumA+LumB+Normal",-1.52376544634082
"BMPR1B",3,"Her2+LumA+LumB",-1.5235556401481
"PTPRT-DT",3,"LumA+LumB+Normal",-1.51431125026518
"TMEM59L",3,"Basal+Her2+Normal",-1.49943280672859
"PGR",3,"Her2+LumB+Normal",-1.49715531317937
"PWWP3B",3,"Basal+Her2+LumB",-1.49201509130649
"LDLRAD4-AS1",3,"LumA+LumB+Normal",-1.41583104366612
"NRCAM",3,"Basal+Her2+LumA",-1.38949772613244
"IBSP",3,"Basal+Her2+LumA",-1.33166747159678
"ZNF365",3,"Basal+Her2+LumB",-1.32089912956913
"GCLC-AS1",3,"Basal+LumA+Normal",-1.30707326555865
"LOC105370777",3,"Basal+Her2+LumA",-1.30489240003701
"NETO1",3,"Basal+Her2+LumA",-1.29327748592259
"ATP13A4",3,"Basal+LumA+Normal",-1.27289310415226
"CAMK2B",3,"Basal+LumA+Normal",-1.19075059455679
"CYP2A7",2,"LumB+Normal",-6.72698336793191
"BCHE",2,"LumA+LumB",-5.1658788032233
"DCD",2,"LumA+Normal",-5.0615821023116
"ARHGAP36",2,"LumA+LumB",-4.76375819072747
"RN7SL3",2,"Basal+LumA",-4.60576267798113
"DDC",2,"LumA+Normal",-4.20342575618275
"AKR1B15",2,"Her2+LumA",-3.98892000855251
"DHRS2",2,"Basal+LumA",-3.47879390480777
"PCSK1",2,"LumA+LumB",-3.45959265931799
"LINC01411",2,"Basal+Her2",-3.29610430662145
"SYNPO2L",2,"LumA+LumB",-3.25283015234921
"FABP7",2,"LumA+Normal",-3.24639620040259
"DLX2",2,"Basal+LumB",-3.12476112961625
"TMEM132E",2,"Basal+LumB",-2.96740576187223
"TRPA1",2,"LumA+LumB",-2.88448586528398
"KCNJ3",2,"Her2+LumA",-2.87963067593877
"BMP5",2,"Basal+LumB",-2.85603974539285
"CYP4F22",2,"Her2+LumB",-2.80433571586357
"WIF1",2,"Basal+Normal",-2.76654122311409
"CHGB",2,"Her2+LumA",-2.68231203727997
"ZPLD1",2,"Basal+LumB",-2.67488947331791
"ACSM1",2,"LumA+Normal",-2.63834285947139
"PCP4",2,"LumB+Normal",-2.51786784678332
"EPHA7",2,"Basal+Normal",-2.50498781561904
"KRT13",2,"Basal+LumA",-2.48054123940301
"SERPINA11",2,"Her2+Normal",-2.44399869561329
"PEX5L",2,"LumA+LumB",-2.39250278836967
"LOC124904503",2,"Basal+Her2",-2.35604442632784
"BRINP2",2,"Basal+LumA",-2.35044778042393
"FAM181B",2,"Basal+LumB",-2.33552895403832
"NTF3",2,"Basal+LumB",-2.3193725464965
"PAEP",2,"Basal+LumA",-2.29785270757604
"EMILIN3",2,"Basal+Normal",-2.29101884866546
"MYO3B",2,"Her2+LumA",-2.27527612437964
"HAPLN1",2,"Her2+LumA",-2.26919176764042
"PTPRR",2,"Basal+Her2",-2.26744587039474
"SHISA6",2,"Basal+Her2",-2.24288663612479
"NUDT10",2,"Basal+Her2",-2.23387660177634
"SLC30A8",2,"Basal+LumA",-2.23177637381436
"NTS",2,"LumA+LumB",-2.1631494281156
"PHGR1",2,"LumB+Normal",-2.09519017575108
"MMP16",2,"Basal+Her2",-2.06880135453514
"CLDN8",2,"Basal+Normal",-2.00252025809369
"IL17B",2,"Basal+Normal",-1.99091357782801
"ADAMTS19",2,"Basal+LumB",-1.98750095971819
"PTPRN",2,"Her2+LumA",-1.97255343307203
"ST8SIA2",2,"Basal+Normal",-1.95399389763162
"ZMAT4",2,"Basal+LumB",-1.95198237961705
"MYT1",2,"Basal+LumA",-1.92963979644149
"TYRP1",2,"Basal+Her2",-1.9249554556189
"TMPRSS6",2,"Her2+LumA",-1.89672930810553
"RIMS2",2,"Her2+LumA",-1.88335688921775
"TNS4",2,"Her2+Normal",-1.88230422516155
"DCDC2",2,"Basal+Her2",-1.85683548697023
"SYTL5",2,"Basal+Her2",-1.85391753331295
"SCG2",2,"Basal+LumA",-1.85289883518447
"PRSS2",2,"LumA+LumB",-1.8484502257945
"EDIL3",2,"Basal+Her2",-1.84480568033847
"SLITRK6",2,"Basal+LumA",-1.8378595323404
"SCGN",2,"Her2+LumA",-1.82506264768021
"LRRC17",2,"Basal+Her2",-1.82288958296649
"GRIA2",2,"Basal+LumB",-1.81510982184639
"NRIP3",2,"LumA+LumB",-1.81110925890169
"LOC124906209",2,"Her2+LumA",-1.7756419705179
"SPMAP2",2,"Basal+Her2",-1.77136837364196
"THPO",2,"Her2+LumB",-1.76591662949168
"IRX1",2,"Basal+Normal",-1.75405660912222
"MYBPC1",2,"LumA+LumB",-1.74612454194243
"PLP1",2,"Basal+Normal",-1.7367787221621
"TRIM9",2,"Basal+Her2",-1.72206059350282
"ALOXE3",2,"Her2+Normal",-1.70146429879729
"SCGB2A1",2,"Basal+Normal",-1.69903459765223
"DLGAP1",2,"Basal+LumA",-1.68590188591518
"GDPD2",2,"Basal+LumB",-1.68410296492256
"UGT2B15",2,"LumA+Normal",-1.67528714144189
"GPR12",2,"Basal+Normal",-1.67256620744801
"COL2A1",2,"Basal+LumA",-1.64480150857998
"H4C5",2,"Basal+LumA",-1.63531979470421
"ZSCAN1",2,"Basal+Normal",-1.62089404082341
"COL10A1",2,"Basal+Her2",-1.61389720022323
"LGR6",2,"Basal+Normal",-1.60568065228693
"AKR1C2",2,"Basal+Her2",-1.59953272064854
"ROBO2",2,"LumB+Normal",-1.59771963335827
"LINC02607",2,"LumB+Normal",-1.59307185748409
"LRP2",2,"LumA+LumB",-1.58323199118516
"PI15",2,"LumA+Normal",-1.56520971251333
"GPR26",2,"LumA+LumB",-1.56300642147137
"CRABP1",2,"Basal+Normal",-1.56146575462569
"APCDD1L",2,"Basal+Normal",-1.56144510987539
"TUBB4A",2,"Basal+Her2",-1.55620065302206
"DNAH11",2,"Her2+LumA",-1.5322851394905
"NXPH4",2,"Basal+Normal",-1.51861187887983
"COL11A1",2,"Basal+Her2",-1.51096886268064
"PIP",2,"LumA+LumB",-1.50297985866897
"SYT1",2,"Her2+Normal",-1.49517876367441
"LINC02257",2,"Basal+Her2",-1.47739598507821
"NXNL2",2,"Her2+Normal",-1.46782896232795
"PPP1R3B-AS1",2,"Basal+Her2",-1.46659065356103
"ELFN2",2,"Basal+LumA",-1.44517351084219
"NTNG1",2,"Basal+Normal",-1.44154652606608
"PPFIA4",2,"Basal+Her2",-1.42305288868431
"NOVA1",2,"LumA+LumB",-1.41804388440376
"LOC105377329",2,"LumA+LumB",-1.40762246307784
"CCDC92B",2,"LumA+Normal",-1.40582545659752
"CLXN",2,"Basal+Normal",-1.40130664955298
"C1QL1",2,"Basal+Normal",-1.39520178468796
"C1QTNF3",2,"Basal+Her2",-1.38855314837702
"NTRK3",2,"Basal+Normal",-1.38465194322724
"RN7SKP80",2,"Basal+LumA",-1.38367703458916
"FYB2",2,"Her2+LumB",-1.38361056701054
"ESRRG",2,"Basal+Normal",-1.38275650093731
"RIMKLA",2,"Basal+Her2",-1.37981895255909
"TDRD1",2,"Basal+LumB",-1.3793503559686
"LMX1B-DT",2,"Basal+Normal",-1.37373018155333
"ELOVL2",2,"Basal+LumA",-1.37115196267022
"LOC107984010",2,"LumA+LumB",-1.36722004329562
"MAP1B",2,"Basal+Her2",-1.36543362689882
"LPAR3",2,"LumA+LumB",-1.36388668492677
"SCNN1G",2,"LumA+LumB",-1.35861718295095
"MDFI",2,"Basal+Her2",-1.35538219103921
"MAPT-IT1",2,"LumA+LumB",-1.33810168044176
"PPM1E",2,"Basal+LumA",-1.3333564019844
"NRG1",2,"Basal+Her2",-1.33327196073781
"SLITRK5",2,"Basal+Normal",-1.33003157608459
"REEP6",2,"Basal+Normal",-1.32344317101164
"GSTA1",2,"Basal+LumA",-1.32237764424708
"EEF1A2",2,"Basal+LumA",-1.32209174110732
"SPATA46",2,"LumA+LumB",-1.32008586878184
"SLC24A2",2,"Basal+Her2",-1.31532006826391
"RAB3B",2,"Basal+LumA",-1.31516352538579
"PIEZO2",2,"LumA+LumB",-1.31152956562831
"ADORA1",2,"Basal+Normal",-1.31058568211162
"LOC100507403",2,"LumA+LumB",-1.30821854010842
"SPOCD1",2,"Basal+Her2",-1.30335065216049
"SHANK1",2,"Basal+Her2",-1.300547000574
"STAC2",2,"Basal+Normal",-1.28487955771327
"TLL2",2,"Basal+Her2",-1.27381695718515
"ARNT2",2,"Her2+LumB",-1.27267299285791
"KRT15",2,"LumB+Normal",-1.26890568172573
"CCDC158",2,"LumB+Normal",-1.26821080720147
"SBSPON",2,"Basal+Her2",-1.26751411033491
"ASPN",2,"Basal+Her2",-1.26730110187303
"TSPAN1",2,"Her2+LumB",-1.26631415574285
"GAL3ST1",2,"Basal+Her2",-1.26061478752834
"CAPN8",2,"Her2+LumB",-1.24869819672198
"C5orf46",2,"Basal+Her2",-1.24600237032581
"SPINK1",2,"Basal+Her2",-1.2432837876948
"SLC2A1-DT",2,"Basal+Her2",-1.22380555348983
"PRKAA2",2,"Her2+LumB",-1.21600906562943
"CHRD",2,"Her2+LumB",-1.21127152587147
"DACH1",2,"Basal+Her2",-1.21028391848617
"LOC101929777",2,"LumA+Normal",-1.20372142390173
"WNT3",2,"LumA+Normal",-1.20372142390173
"NTRK2",2,"LumA+LumB",-1.19143990228946
"KANK4",2,"Basal+Her2",-1.18797250230738
"ADGRB2",2,"Basal+LumB",-1.18260336460305
"ABLIM3",2,"Her2+LumB",-1.17705116020092
"ZNF208",2,"Basal+Her2",-1.17427194775527
"RN7SL314P",2,"LumA+LumB",-1.1706354133522
"STK32B",2,"Basal+LumB",-1.16558534853382
"ENPP5",2,"Her2+Normal",-1.15047491466019
"HSPA2",2,"Her2+LumB",-1.14164829046854
"KCNF1",2,"LumA+LumB",-1.13662483874351
"RAB11FIP1",2,"Her2+LumA",-1.11983524892557
"BSN",2,"Basal+LumA",-1.11414423559869
"SHC4",2,"Her2+LumA",-1.1086389626478
"BPIFB2",2,"Her2+LumB",-1.10798291278897
"SH3GL2",2,"Basal+LumA",-1.10690154140721
"ESM1",2,"Basal+LumA",-1.09930477896383
"ADAMTS12",2,"Basal+Her2",-1.09766074598393
"NLRP12",2,"Basal+Her2",-1.09685607080443
"CLSTN2",2,"Basal+LumB",-1.09101364665744
"THSD4",2,"Her2+Normal",-1.08839062459434
"DRD2",2,"Basal+LumA",-1.08337333179413
"FMO5",2,"LumA+Normal",-1.07860261702494
"SEMA6D",2,"Basal+LumA",-1.07570306790189
"LRRN2",2,"LumB+Normal",-1.07336326508076
"ENTREP1",2,"Basal+Normal",-1.0729920177495
"PRSS21",2,"LumB+Normal",-1.06718689937399
"MIEN1",2,"Basal+Her2",-1.0669695786572
"HMGCLL1",2,"LumA+Normal",-1.05343422367935
"CSRNP3",2,"Basal+Normal",-1.05237404539127
"PNMA8A",2,"Basal+Normal",-1.05051768987233
"NTN4",2,"Her2+LumB",-1.03738033967157
"SLC35F3",2,"Basal+Normal",-1.03507814675486
"LOC100129434",2,"LumA+LumB",-1.02004764363592
"CCND1",2,"Her2+LumB",-1.00928413574435
"OPRPN",1,"Basal",-8.3890383449531
"CARTPT",1,"LumB",-8.08183605730137
"GPM6A",1,"Her2",-7.59055860350679
"LGALS7",1,"Normal",-6.7077397744691
"LGALS7B",1,"Normal",-6.7077397744691
"SCARNA5",1,"LumA",-6.54200070399188
"LACRT",1,"LumA",-6.42744131858378
"IGF2",1,"Basal",-5.82097638112826
"GPX2",1,"Basal",-5.71055260023564
"SMR3B",1,"Basal",-5.49820587274407
