"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","subtype","comparison","direction","significant"
"VAPB",4975.34300624589,-0.35360149781892,0.106518005658569,0.000666891458176299,0.00429405460225234,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CYP4F12",49.6166425181908,1.32971403190548,0.484959743732118,0.000667809273094139,0.00429688522977973,"Basal","High_Q4_vs_Low_Q1","UP",TRUE
"DICER1-AS1",173.800807110744,-0.549967211085469,0.170823067228344,0.00066776316467007,0.00429688522977973,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CASKIN2",2267.51861377934,-0.441218161774139,0.133562868185928,0.000670440512785423,0.00431227145857797,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"ICAM1",4810.68665142084,0.868798525919361,0.28523006865636,0.000672134530505348,0.00432162062529933,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"MINDY1",1652.72994901092,-0.477515328649958,0.145690119515899,0.000672722833190175,0.00432385623578707,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SHROOM4",608.030198665447,-0.643166170594942,0.205489870054214,0.000673497110130972,0.00432728515057694,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"LNPEP",3143.86663197171,0.425512029032183,0.127204354536159,0.0006737386763765,0.00432729011907151,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"SEPTIN4",1044.04145941696,-0.787376618872924,0.257868088918064,0.000675721330733121,0.00433847375298497,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"TNFRSF4",319.732631758229,0.774028744960985,0.251927183541381,0.000678493836161308,0.0043531641305444,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"CDK2AP1",19503.9033605437,-0.549950399647251,0.16800298139405,0.000679572267312132,0.00435852720052332,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"APP-DT",67.315347918728,-0.953537573825319,0.324562146866361,0.000680224361697272,0.00436115305175229,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
"KCNK1",1774.48074086187,-0.687233455345797,0.221434888522669,0.000681777889691915,0.00436955437077511,"Basal","High_Q4_vs_Low_Q1","NS",FALSE
